Lead ID,Company Name,Website,Country,City,Industry,Lead Category,Company Description,Contact Name,Job Title,Business Email,Email Source,LinkedIn,Company LinkedIn,Evidence URL,Evidence Type,Evidence Summary,Likely Business Problem,Potential Dashboard Solution,Personalization Angle,Lead Quality,Email Status,Notes
DP-0045,Unmatched,https://unmatched.agency,United Kingdom,,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,"UK Diamond HubSpot partner offering CRM implementation, data migration, workflow automation, reporting, integrations and managed support, including custom pipelines and reporting solutions.",,,,,,,https://www.unmatched.agency/hubspot-partner,Services page,"UK Diamond HubSpot partner offering CRM implementation, data migration, workflow automation, reporting, integrations and managed support, including custom pipelines and reporting solutions.",Manual reporting,Automated HubSpot Pipeline Reporting Dashboard,"I noticed Unmatched delivers HubSpot services for clients, so a Automated HubSpot Pipeline Reporting Dashboard could cut the manual reporting work across your client portals.",Medium,Not found,No contact/email: search budget exhausted before contact searches.
DP-0046,W4,https://w-4.ch,Switzerland,,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,"Certified HubSpot Diamond Partner with 15+ years' expertise across onboarding, integrations, custom development and automation.",,,,,,,https://www.w-4.ch/en/services/hubspot-agency/,Services page,"Certified HubSpot Diamond Partner with 15+ years' expertise across onboarding, integrations, custom development and automation.",Data integration,HubSpot Integration & Automation Monitoring Dashboard,"I noticed W4 delivers HubSpot services for clients, so a HubSpot Integration & Automation Monitoring Dashboard could cut the manual reporting work across your client portals.",Medium,Not found,No contact/email: search budget exhausted before contact searches.
DP-0047,Web Journey,https://webjourney.ie,Ireland,Dublin,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,"Dublin growth agency helping with HubSpot implementation and onboarding, with a focus on marketing and ROI reporting.",,,,,,,https://webjourney.ie/hubspot/hubspot-partner-agency-dublin,Services page,"Dublin growth agency helping with HubSpot implementation and onboarding, with a focus on marketing and ROI reporting.",Client reporting,HubSpot Marketing ROI Client Dashboard,"I noticed Web Journey delivers HubSpot services for clients, so a HubSpot Marketing ROI Client Dashboard could cut the manual reporting work across your client portals.",Medium,Not found,No contact/email: search budget exhausted before contact searches.
DP-0048,Webs,https://webs.nl,Netherlands,,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,"Publishes a knowledgebase article on HubSpot growth, integration and success in the Netherlands, noting dashboards, reports and analytics for strategy optimisation.",,,,,,,https://www.webs.nl/en/knowledgebase/hubspot-netherlands,Company blog,"Publishes a knowledgebase article on HubSpot growth, integration and success in the Netherlands, noting dashboards, reports and analytics for strategy optimisation.",Client reporting,HubSpot Client Performance Dashboard,"I noticed Webs delivers HubSpot services for clients, so a HubSpot Client Performance Dashboard could cut the manual reporting work across your client portals.",Medium,Not found,No contact/email: search budget exhausted before contact searches.
DP-0049,Whitehat SEO,https://whitehat-seo.co.uk,United Kingdom,,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,"HubSpot Diamond Partner with SEO, HubSpot integration and AI-optimised marketing expertise; runs a large HubSpot User Group.",,,,,,,https://whitehat-seo.co.uk/blog/hubspot-partners,Company blog,"HubSpot Diamond Partner with SEO, HubSpot integration and AI-optimised marketing expertise; runs a large HubSpot User Group.",Multi client reporting,Multi Client HubSpot + SEO Reporting Dashboard,"I noticed Whitehat SEO delivers HubSpot services for clients, so a Multi Client HubSpot + SEO Reporting Dashboard could cut the manual reporting work across your client portals.",Medium,Not found,No contact/email: search budget exhausted before contact searches.
DP-0050,Wolf & Bär,https://wolfundbaer.ch,Switzerland,,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,Official Swiss HubSpot partner specialising in CRM projects and marketing and sales automation.,,,,,,,https://wolfundbaer.ch/hubspot-agency-switzerland,Services page,Official Swiss HubSpot partner specialising in CRM projects and marketing and sales automation.,Automation monitoring,HubSpot Automation Monitoring Dashboard,"I noticed Wolf & Bär delivers HubSpot services for clients, so a HubSpot Automation Monitoring Dashboard could cut the manual reporting work across your client portals.",Medium,Not found,No contact/email: search budget exhausted before contact searches.
DP-0051,Woven,https://woven.sg,Singapore,Singapore,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,"Singapore HubSpot implementation, onboarding consultancy and training provider.",,,,,,,https://www.woven.sg/solutions/hubspot-implementation,Services page,"Singapore HubSpot implementation, onboarding consultancy and training provider.",Client reporting,HubSpot Onboarding Client Dashboard,"I noticed Woven delivers HubSpot services for clients, so a HubSpot Onboarding Client Dashboard could cut the manual reporting work across your client portals.",Medium,Not found,No contact/email: search budget exhausted before contact searches.
DP-0052,23 Digital,https://23digital.com.au,Australia,,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,Certified HubSpot development and implementation partner in Australia.,,,,,,,https://www.23digital.com.au/hubspot-implementation-partner-agency/,Services page,Certified HubSpot development and implementation partner in Australia.,Data integration,HubSpot Integration Monitoring Dashboard,"I noticed 23 Digital delivers HubSpot services for clients, so a HubSpot Integration Monitoring Dashboard could cut the manual reporting work across your client portals.",Low,Not found,Only page title seen. No contact/email: search budget exhausted before contact searches.
DP-0053,Agora Agency,https://agoraagency.com.au,Australia,,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,Australian agency with a HubSpot Certified Partner services page.,,,,,,,https://agoraagency.com.au/hubspot-certified-partner,Services page,Australian agency with a HubSpot Certified Partner services page.,Client reporting,HubSpot Client Reporting Dashboard,"I noticed Agora Agency delivers HubSpot services for clients, so a HubSpot Client Reporting Dashboard could cut the manual reporting work across your client portals.",Low,Not found,Only page title seen. No contact/email: search budget exhausted before contact searches.
DP-0054,Brightside Digital,https://brightsidedigital.io,Ireland,,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,HubSpot partner in Ireland providing HubSpot services and onboarding for Irish businesses.,,,,,,,https://brightsidedigital.io/hubspot-ireland/,Services page,HubSpot partner in Ireland providing HubSpot services and onboarding for Irish businesses.,Client reporting,HubSpot Onboarding Client Dashboard,"I noticed Brightside Digital delivers HubSpot services for clients, so a HubSpot Onboarding Client Dashboard could cut the manual reporting work across your client portals.",Low,Not found,No contact/email: search budget exhausted before contact searches.
DP-0055,contentfish,https://contentfish.com,Austria,Vienna,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,Vienna agency with a HubSpot agency services page.,,,,,,,https://contentfish.com/en/hubspot,Services page,Vienna agency with a HubSpot agency services page.,Client reporting,HubSpot Client Reporting Dashboard,"I noticed contentfish delivers HubSpot services for clients, so a HubSpot Client Reporting Dashboard could cut the manual reporting work across your client portals.",Low,Not found,Only page title seen. No contact/email: search budget exhausted before contact searches.
DP-0056,Contitude,https://contitude.se,Sweden,,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,Swedish agency positioning itself as a HubSpot partner with a dedicated HubSpot services page.,,,,,,,https://www.contitude.se/tjanster/hubspot,Services page,Swedish agency positioning itself as a HubSpot partner with a dedicated HubSpot services page.,Client reporting,HubSpot Client Reporting Dashboard,"I noticed Contitude delivers HubSpot services for clients, so a HubSpot Client Reporting Dashboard could cut the manual reporting work across your client portals.",Low,Not found,No contact/email: search budget exhausted before contact searches.
DP-0057,Enquire Marketing,https://enquiremarketing.com,New Zealand,Tauranga,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,Tauranga digital marketing agency with a HubSpot partner agency page.,,,,,,,https://enquiremarketing.com/hubspot-partner-agency/,Services page,Tauranga digital marketing agency with a HubSpot partner agency page.,Client reporting,HubSpot Client Reporting Dashboard,"I noticed Enquire Marketing delivers HubSpot services for clients, so a HubSpot Client Reporting Dashboard could cut the manual reporting work across your client portals.",Low,Not found,No contact/email: search budget exhausted before contact searches.
DP-0058,Grown,https://grown.se,Sweden,,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,"Swedish agency publishing HubSpot content, including a 2026 comparison of the top HubSpot partners in Sweden.",,,,,,,https://grown.se/hubspot/,Company blog,"Swedish agency publishing HubSpot content, including a 2026 comparison of the top HubSpot partners in Sweden.",Client reporting,HubSpot Client Reporting Dashboard,"I noticed Grown delivers HubSpot services for clients, so a HubSpot Client Reporting Dashboard could cut the manual reporting work across your client portals.",Low,Not found,No contact/email: search budget exhausted before contact searches.
DP-0059,Holland Adhaus,https://hollandadhaus.com,Netherlands,,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,Has a dedicated HubSpot services page returned in searches for Netherlands HubSpot Solutions Partners.,,,,,,,https://hollandadhaus.com/hubspot,Services page,Has a dedicated HubSpot services page returned in searches for Netherlands HubSpot Solutions Partners.,Client reporting,HubSpot Client Reporting Dashboard,"I noticed Holland Adhaus delivers HubSpot services for clients, so a HubSpot Client Reporting Dashboard could cut the manual reporting work across your client portals.",Low,Not found,Only page title seen; verify services. No contact/email: search budget exhausted before contact searches.
DP-0060,KlickPiloten,https://klickpiloten.de,Germany,,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,Certified HubSpot partner agency in Germany offering HubSpot implementation and support within its marketing automation services.,,,,,,,https://klickpiloten.de/kompetenzen/marketing-automation/hubspot-agentur,Services page,Certified HubSpot partner agency in Germany offering HubSpot implementation and support within its marketing automation services.,Automation monitoring,HubSpot Marketing Automation Dashboard,"I noticed KlickPiloten delivers HubSpot services for clients, so a HubSpot Marketing Automation Dashboard could cut the manual reporting work across your client portals.",Low,Not found,No contact/email: search budget exhausted before contact searches.
DP-0061,markenzeichen,https://markenzeichen.de,Germany,Frankfurt,Marketing / CRM Agency (HubSpot Partner),HubSpot / CRM Partner,HubSpot Solutions Partner agency serving Frankfurt and Düsseldorf.,,,,,,,https://markenzeichen.de/hubspot-partner-agentur-frankfurt-duesseldorf,Services page,HubSpot Solutions Partner agency serving Frankfurt and Düsseldorf.,Client reporting,HubSpot Client Reporting Dashboard,"I noticed markenzeichen delivers HubSpot services for clients, so a HubSpot Client Reporting Dashboard could cut the manual reporting work across your client portals.",Low,Not found,Only page title seen. No contact/email: search budget exhausted before contact searches.
